"","pitch_type","whiff","swing","estimated_woba_using_speedangle","release_speed","pfx_x","pfx_z"
"2256","SL",0,1,0.116,83.7,0.97,0.18
"2257","CU",0,0,NA,70.9,1.22,-1.05
"2258","CU",0,0,NA,80.6,1.2,0.06
"2259","CU",0,0,NA,77.5,0.82,-0.17
"2260","KC",0,0,NA,80.6,0.39,-0.87
"2261","SL",0,1,NA,80.5,0.55,0.29
"2262","FC",0,1,NA,85.5,0.37,0.65
"2263","SL",1,1,NA,90.4,0.08,0.4
"2264","SL",0,0,NA,82.4,0.29,-0.17
"2265","KC",0,0,NA,83.6,1.09,-0.86
"2266","SL",1,1,NA,85.9,-0.04,0.39
"2267","FC",0,0,NA,80.4,0.04,0.52
"2268","CU",0,0,NA,77.7,0.71,-1.53
"2269","CU",1,1,NA,78.9,1.27,-0.16
"2270","FC",1,1,NA,90.2,0.04,0.81
"2271","SL",0,1,0.224,86.1,0.4,0.49
"2272","SL",0,1,0.197,81.2,0.67,-0.24
"2273","SL",0,0,NA,79.9,0.54,0.32
"2274","CU",0,0,NA,71.3,1.36,-1.36
"2275","FC",0,0,NA,90.5,-0.26,0.88
"2276","CU",0,0,NA,77.4,0.61,-1.17
"2277","CU",0,1,0.607,76.6,0.7,-0.26
"2278","SL",0,1,0.192,83.2,0.25,-0.07
"2279","FC",0,0,NA,91.6,0.54,0.71
"2280","SL",0,1,0.44,86,0.34,-0.14
"2281","FC",0,0,NA,92.7,0.56,0.91
"2282","SL",0,0,NA,82.8,1.39,-0.35
"2283","CU",0,1,0.405,79.4,1.71,-0.53
"2284","CU",0,0,NA,72.6,0.35,-1.3
"2285","SV",0,1,0.013,81.1,0.87,-0.78
"2286","FC",0,1,NA,89.4,-0.02,0.96
"2287","CU",0,0,NA,82.5,0.11,-0.4
"2288","FC",0,0,NA,86.1,0.56,0.67
"2289","FC",0,1,NA,90.7,-0.32,0.86
"2290","CU",0,1,NA,78.9,1.16,-0.59
"2291","SL",0,0,NA,85.9,0.31,0.2
"2292","SL",0,1,0.046,81.6,1.91,-0.21
"2293","SV",0,0,NA,81.3,0.92,-0.43
"2294","CU",0,0,NA,81.1,1.33,-0.09
"2295","FC",0,1,NA,91.1,0.25,0.94
"2296","CU",0,0,NA,76.7,0.71,-1.34
"2297","CU",0,0,NA,75.1,0.64,-1.32
"2298","CU",0,0,NA,80.5,0.16,-0.41
"2299","SL",0,0,NA,82.2,1.75,-0.11
"2300","FC",0,1,0.472,92.9,0.23,0.99
"2301","SV",0,0,NA,80.8,0.83,-0.48
"2302","FC",0,0,NA,84.6,0.4,0.5
"2303","CU",0,1,NA,80.7,0.93,-0.87
"2304","FC",0,1,NA,85.8,0.23,0.7
"2305","SL",0,1,0.029,85.3,0.11,0.07
"2306","SL",1,1,NA,86.9,0.04,1.07
"2307","FC",0,0,NA,91.9,0.04,1.01
"2308","CU",0,0,NA,70.7,1.31,-1.14
"2309","SL",0,0,NA,81.5,1.59,-0.02
"2310","SL",0,1,0.094,82.7,0.15,-0.33
"2311","SL",0,0,NA,88,0.16,0
"2312","SL",0,0,NA,81.9,0.15,-0.27
"2313","SL",0,0,NA,76,0.64,0.24
"2314","FC",0,0,NA,92.1,0.03,0.53
"2315","SL",0,1,0.008,87,0.6,-0.14
"2316","SL",0,0,NA,80.9,0.66,-0.16
"2317","SL",0,0,NA,84.3,-0.05,0.76
"2318","CU",0,0,NA,81.6,0.09,-0.37
"2319","FC",0,1,0.253,87.9,-0.21,0.99
"2320","CU",0,1,NA,79.3,0.95,-1.06
"2321","CU",0,1,NA,72.8,0.5,-1.17
"2322","CU",0,0,NA,83.1,1.11,-0.66
"2323","SL",0,1,0.215,85.2,-0.03,0.35
"2324","SL",0,1,NA,88.1,0.17,-0.13
"2325","CU",0,0,NA,78.8,0.99,-0.98
"2326","CU",0,1,0.525,75.8,0.97,-1.48
"2327","SL",1,1,NA,83.5,0.31,-0.09
"2328","SL",0,0,NA,85.2,0.37,0.46
"2329","SL",0,1,NA,90.8,0.09,0.76
"2330","SL",0,0,NA,78,0.65,0.38
"2331","CU",0,0,NA,79,1.24,-0.78
"2332","SL",0,1,0.342,83.3,1.37,-0.1
"2333","FC",0,1,1.985,88.1,-0.09,1.04
"2334","FC",1,1,NA,87.2,0.17,0.83
"2335","SL",0,1,0.514,83.9,0.45,0.15
"2336","CU",0,0,NA,75.3,1.34,-1.05
"2337","FC",0,0,NA,90.4,-0.09,0.83
"2338","SL",0,0,NA,77.8,0.77,0.19
"2339","SL",0,0,NA,90.3,0.13,0.71
"2340","FC",0,1,0.113,86.2,0.3,0.99
"2341","SL",0,1,NA,81.2,0.3,-0.35
"2342","SL",1,1,NA,87.7,0.2,-0.09
"2343","SL",0,1,0.301,87.3,0.65,0.15
"2344","SL",0,1,NA,83.6,1.35,0.05
"2345","CU",1,1,NA,76.8,0.97,-1.04
"2346","CU",0,0,NA,77.7,0.4,-0.29
"2347","CU",0,1,0.65,71.1,1.11,-1.31
"2348","CU",0,1,0.347,79.5,0.97,-1.38
"2349","CU",0,0,NA,78.8,1.06,-1.05
"2350","SL",0,1,0.206,80.4,0.72,-0.04
"2351","SV",0,0,NA,80.5,0.87,-0.45
"2352","SL",0,1,NA,87.3,0.62,0.1
"2353","CU",0,0,NA,81.9,1.25,-0.47
"2354","SL",0,0,NA,85.4,0.17,0.16
"2355","CU",0,0,NA,76.8,0.81,-1.1
"2356","CU",0,1,0.005,76.4,1,-1.21
"2357","FC",0,1,NA,92.4,-0.08,1.26
"2358","FC",0,1,NA,91.5,0.15,0.62
"2359","SL",0,1,NA,81.4,0.25,-0.51
"2360","CU",0,0,NA,71.1,1.03,-1.25
"2361","SL",0,0,NA,86.9,-0.63,0.72
"2362","CU",0,0,NA,75.8,1.43,-0.22
"2363","CU",0,0,NA,73,0.29,-1.32
"2364","SL",0,0,NA,85.6,-0.21,0.33
"2365","FC",0,0,NA,87.1,-0.15,1.02
"2366","FC",0,0,NA,87.5,0.09,0.94
"2367","SL",0,1,NA,82.2,0.18,-0.68
"2368","SL",0,1,0.049,86,0.2,0.11
"2369","FC",0,1,0.144,90.5,-0.06,1.09
"2370","FC",0,0,NA,87.5,-0.04,1.24
"2371","SL",0,0,NA,80.9,0.76,0.61
"2372","FC",0,1,1.951,90.7,-0.65,1.23
"2373","FC",0,0,NA,86,0.36,0.55
"2374","FC",0,1,NA,91.2,0.4,0.68
"2375","FC",0,1,0.086,84.8,0.59,0.39
"2376","SL",0,1,NA,85.1,0.38,0.41
"2377","SL",0,0,NA,91.6,0.28,0.55
"2378","KC",0,0,NA,78.8,0.64,-1.25
"2379","CU",1,1,NA,79.3,1.11,-0.9
"2380","SL",0,1,NA,81.4,0.1,-0.2
"2381","SL",0,0,NA,79.2,0.74,-0.12
"2382","SL",0,1,0.255,82.5,1.45,-0.22
"2383","SL",0,0,NA,87.5,1.23,-0.13
"2384","FC",0,1,NA,85.1,0.08,0.66
"2385","FC",0,0,NA,89.1,-0.68,1.15
"2386","CU",0,1,0.059,78.3,1.12,-1.18
"2387","SL",1,1,NA,81,0.82,-0.18
"2388","CU",0,0,NA,70.3,1.52,-1.51
"2389","FC",0,1,NA,85.8,0.48,0.48
"2390","CU",0,1,0.16,76.2,0.69,-0.37
"2391","SL",0,1,0.32,87.3,0.25,0.84
"2392","SL",0,1,0.041,84.5,0.83,-0.22
"2393","SL",0,0,NA,81,0.04,-0.24
"2394","SL",1,1,NA,84.5,0.3,0.16
"2395","SL",0,1,0.5,81.9,0.73,-0.29
"2396","CU",0,0,NA,83.1,0.12,-0.3
"2397","SL",0,0,NA,83.5,0.34,-0.36
"2398","SL",0,0,NA,83.8,0.28,-0.28
"2399","SL",0,0,NA,83.8,0.27,0.4
"2400","FC",0,0,NA,88.5,0.03,0.94
"2401","CU",0,0,NA,77.1,0.83,-1.29
"2402","SL",0,0,NA,91.5,0.24,0.45
"2403","SL",0,0,NA,82.7,0.17,0.32
"2404","FC",0,1,NA,86.7,0.28,0.76
"2405","SL",0,0,NA,77.1,0.75,-0.41
"2406","SL",0,0,NA,83.5,0.04,0.18
"2407","CU",0,1,0.663,79.9,0.89,-1.24
"2408","CU",0,0,NA,80.3,1.13,0.24
"2409","KC",0,0,NA,83.5,1.39,-0.61
"2410","FC",0,0,NA,86.3,0.38,0.64
"2411","SL",0,0,NA,82,0.89,0.04
"2412","SL",1,1,NA,81.5,1.97,-0.25
"2413","CU",0,0,NA,82.2,1.11,-0.7
"2414","CU",0,1,NA,81.1,0.82,-1.18
"2415","SL",0,0,NA,82.4,0.97,0.07
"2416","CU",0,1,0.085,77,0.94,-1.19
"2417","FC",0,1,0.254,88.2,-0.08,0.91
"2418","CU",0,1,NA,79.2,0.97,0.48
"2419","FC",1,1,NA,89.2,-0.04,0.86
"2420","CU",0,0,NA,70.3,1.3,-1.48
"2421","CU",0,0,NA,78.7,0.86,-0.9
"2422","CU",0,0,NA,73.4,1.13,-1.02
"2423","CU",0,1,0.401,73.2,0.46,-1.2
"2424","SL",0,1,0.746,86.1,0.57,0.08
"2425","FC",0,1,NA,91,-0.02,0.34
"2426","CU",0,0,NA,79.8,0.35,-0.75
"2427","CU",0,1,NA,78.5,1.36,-0.81
"2428","CU",0,0,NA,72.3,1.98,-1.04
"2429","SL",1,1,NA,81.7,0.42,-0.64
"2430","CU",1,1,NA,84.8,1.14,-0.62
"2431","FC",0,1,0.345,86.3,0.68,-0.02
"2432","FC",0,0,NA,86.9,0.41,0.69
"2433","SL",0,0,NA,94.5,-0.04,1.22
"2434","SL",0,0,NA,82.8,-0.09,-0.15
"2435","KC",0,0,NA,82.6,1.49,-0.79
"2436","SV",0,1,0.005,81.9,0.86,-0.69
"2437","FC",0,1,NA,90,-0.17,0.83
"2438","CU",0,0,NA,81.6,1.12,-0.94
"2439","SL",0,1,0.54,86.7,0.97,-0.25
"2440","CU",0,1,NA,77.5,0.97,-0.36
"2441","SL",1,1,NA,81.4,0.82,0.11
"2442","CU",0,0,NA,77.6,1.24,0.13
"2443","SV",1,1,NA,81,0.94,-0.56
"2444","FC",0,1,NA,85.9,0.38,0.7
"2445","KC",1,1,NA,82.6,1.44,-0.95
"2446","SL",0,1,NA,85,0.63,0.55
"2447","CU",1,1,NA,82.9,1.16,-0.47
"2448","SL",1,1,NA,82.4,1.38,-0.23
"2449","FC",0,0,NA,86,0.46,0.68
"2450","CU",0,0,NA,78,0.86,0.4
"2451","FC",0,0,NA,86.5,0.35,0.42
"2452","CU",0,0,NA,82.1,0.84,-0.69
"2453","FC",0,0,NA,86.9,0.22,0.53
"2454","SL",0,0,NA,89.2,0.51,0.21
"2455","CU",0,0,NA,76.6,0.87,-0.96
"2456","FC",0,1,0.172,86.3,0.44,0.5
"2457","CU",0,0,NA,71.1,1.31,-1.39
"2458","SL",0,0,NA,79.7,1.09,-0.4
"2459","SL",1,1,NA,82.9,1.42,-0.23
"2460","CU",0,0,NA,79.2,0.82,-1.29
"2461","CU",1,1,NA,79.1,1.13,0.04
"2462","KC",0,0,NA,80.4,0.55,-1.07
"2463","SL",1,1,NA,81.8,0.65,0.15
"2464","FC",1,1,NA,90.1,0.44,0.85
"2465","CU",0,0,NA,73.1,1.4,-0.87
"2466","FC",0,1,NA,84.1,0.42,0.66
"2467","CU",0,1,NA,77,0.75,-0.29
"2468","CU",0,0,NA,75.9,0.87,-1.27
"2469","SL",1,1,NA,87.6,0.88,0
"2470","FC",0,1,0.269,89.3,-0.02,1.07
"2471","SL",1,1,NA,88,0.45,0.51
"2472","CU",0,1,NA,82.8,0.74,-0.96
"2473","SL",0,1,0.006,81.3,0.85,0.12
"2474","CU",0,0,NA,78.9,1.42,-0.87
"2475","CU",0,0,NA,76.3,1.13,-1.29
"2476","FC",0,1,0.068,89.8,-0.35,0.91
"2477","FC",0,0,NA,89.6,0.39,0.55
"2478","SL",1,1,NA,86.9,0.88,-0.26
"2479","KC",1,1,NA,82,0.37,-1.2
"2480","SL",0,0,NA,80.3,1.5,-0.24
"2481","CU",0,0,NA,76.9,0.62,-1.31
"2482","SL",1,1,NA,87.7,0.69,0.07
"2483","SL",0,1,0.004,80.8,0.93,-0.03
"2484","CU",0,0,NA,73.1,1.23,-0.82
"2485","CU",0,1,0.414,83.3,0.18,-0.18
"2486","SL",0,0,NA,88.7,0.26,0.02
"2487","SL",1,1,NA,88,0.67,0.46
"2488","SL",0,0,NA,91.9,0.22,0.67
"2489","CU",0,1,0.329,77.7,1.23,-1.44
"2490","SL",0,0,NA,81.2,1.19,-0.12
"2491","CU",0,0,NA,82.6,0.17,-0.32
"2492","CU",0,1,0.063,80.2,1.29,-0.89
"2493","FC",0,1,NA,85.6,0.27,0.79
"2494","CU",0,0,NA,74.1,0.94,-1.07
"2495","CU",0,1,0.606,78.9,0.73,-1.05
"2496","SL",0,0,NA,80.5,0.83,-0.08
"2497","FC",0,1,0.494,88.1,-0.18,1.04
"2498","SL",0,0,NA,80.4,0.45,-0.02
"2499","SL",1,1,NA,86.4,0.9,-0.09
"2500","SL",0,1,NA,86.3,-0.18,-0.11
"2501","FC",0,0,NA,91.6,-0.01,0.83
"2502","CU",0,0,NA,76.6,0.86,-0.27
"2503","CU",0,0,NA,78.4,0.84,-1.12
"2504","SL",0,0,NA,89.5,0.06,0.08
"2505","FC",0,1,0.352,85.8,0.02,0.9
"2506","SL",0,0,NA,86.1,1.2,-0.38
"2507","SV",0,0,NA,81.7,0.58,-0.92
"2508","FC",0,0,NA,85.7,0.78,0.84
"2509","SL",0,0,NA,87.8,0.61,0.54
"2510","CU",0,0,NA,81.4,0.61,-1.15
"2511","SL",0,0,NA,86.5,-0.04,0.48
"2512","CU",0,0,NA,80.6,0.97,-1.38
"2513","SL",1,1,NA,83.6,0.84,-0.16
"2514","KC",0,1,0.53,82.1,1.32,-0.73
"2515","CU",0,1,0.09,78,1.08,0.14
"2516","FC",0,0,NA,88.9,-0.22,0.15
"2517","SL",0,0,NA,80.5,0.78,0.13
"2518","CU",0,0,NA,71.6,1.05,-1.38
"2519","FC",0,1,NA,87.1,-0.02,0.08
"2520","CU",0,1,NA,79,1.2,-0.76
"2521","FC",0,1,1.84,90.8,0.39,0.58
"2522","KC",1,1,NA,80.1,0.78,-1.25
"2523","CU",0,0,NA,76.4,0.68,-1.2
"2524","FC",0,1,0.886,86.6,0.33,0.7
"2525","SL",0,1,NA,82,0.16,-0.54
"2526","CU",0,0,NA,80.1,1.13,-1.17
"2527","KC",0,0,NA,74,1.21,-0.62
"2528","SL",0,0,NA,87.5,0.34,0.1
"2529","FC",0,0,NA,86.5,0.63,0.96
"2530","KC",0,0,NA,84.3,1.6,-0.47
"2531","SL",0,1,1.835,88.6,0.46,0.15
"2532","CU",0,1,NA,82.9,-0.27,-0.45
"2533","FC",0,1,NA,88.8,0.34,0.69
"2534","SL",0,1,0.018,85.7,-0.12,1.01
"2535","SL",0,0,NA,83.9,0.11,-0.3
"2536","SL",0,0,NA,86.8,0.85,-0.42
"2537","SL",0,1,0.003,85.9,0.89,-0.32
"2538","SL",0,0,NA,81.1,0.16,-0.15
"2539","CU",0,1,0.11,70.9,1.39,-1.4
"2540","CU",0,0,NA,77.1,1.32,0.05
"2541","SL",0,1,NA,83.3,0.29,-0.47
"2542","FC",0,1,NA,92,0.37,0.9
"2543","CU",0,0,NA,77,0.65,-1.29
"2544","FC",0,1,NA,85.6,0.36,0.66
"2545","CU",1,1,NA,76.9,0.82,-1.14
"2546","SL",0,0,NA,84.8,0.96,-0.52
"2547","SL",0,0,NA,80.3,0.56,0.2
"2548","SL",0,0,NA,79.5,0.9,-0.15
"2549","FC",0,1,NA,91.5,0.12,0.66
"2550","SL",0,0,NA,81.2,1.89,-0.3
"2551","SL",1,1,NA,87.9,0.41,-0.03
"2552","CU",1,1,NA,79,0.9,-1.52
"2553","SL",0,0,NA,87.2,-0.22,0.32
"2554","FC",0,1,0.005,85.5,0.64,0.54
"2555","FC",0,0,NA,92.8,-0.09,0.86
"2556","CU",0,1,0.249,73.3,0.39,-1.27
"2557","SL",0,0,NA,85.9,0.36,0.23
"2558","CU",0,0,NA,77.4,1.41,-0.1
"2559","SV",0,0,NA,82.5,0.96,-0.68
"2560","CU",0,1,0.048,80.4,1.11,-0.77
"2561","SL",0,0,NA,81.4,0.19,-0.15
"2562","SL",0,0,NA,86.6,0.75,0.28
"2563","SL",0,1,0.545,83.3,1.02,-0.08
"2564","CU",1,1,NA,83.6,0.05,-0.34
"2565","FC",0,1,0.082,87.1,0.3,0.83
"2566","FC",0,1,0.213,84.9,0.09,0.66
"2567","CU",1,1,NA,71.9,1.31,-0.93
"2568","SL",0,0,NA,85.8,-0.32,0.87
"2569","CU",0,0,NA,81.5,0.1,-0.56
"2570","CU",0,0,NA,78.4,1.07,-1.33
"2571","SL",0,1,0.323,81.2,0.29,-0.58
"2572","SL",0,1,0.501,86.7,0.87,-0.68
"2573","CU",0,1,NA,81.6,0.74,-1.01
"2574","SV",1,1,NA,81.7,0.98,-0.98
"2575","CU",0,0,NA,81.1,1.1,-0.8
"2576","CU",0,0,NA,72.9,0.51,-1.23
"2577","FC",0,1,0.26,84.9,0.2,0.9
"2578","CU",0,0,NA,71.6,1.31,-1.14
"2579","SL",0,0,NA,86.2,-0.27,0.29
"2580","SL",0,0,NA,82.4,0.48,-0.55
"2581","FC",0,1,NA,83.7,0.41,0.43
"2582","FC",1,1,NA,87.2,-0.01,1.14
"2583","SL",0,1,0.086,89.4,-0.07,0.06
"2584","CU",0,0,NA,80.8,0.68,-1.3
"2585","SL",0,0,NA,84,1.2,0.11
"2586","SL",0,0,NA,85.8,0.3,0.62
"2587","CU",1,1,NA,77.9,1.07,-1.19
"2588","SL",0,0,NA,86.3,1.02,-0.58
"2589","FC",0,0,NA,86.6,0.16,0.78
"2590","FC",0,0,NA,90.8,-0.1,0.95
"2591","SL",0,0,NA,91.3,0.27,0.75
"2592","FC",0,0,NA,92.2,0.23,0.63
"2593","FC",0,0,NA,92.5,0.27,0.38
"2594","KC",0,0,NA,82,1,-1.01
"2595","FC",0,0,NA,84.6,0.43,0.55
"2596","KC",0,0,NA,73.1,1.29,-0.92
"2597","SL",1,1,NA,81.9,0.35,-0.59
"2598","SL",0,0,NA,85.4,0.06,-0.36
"2599","SL",1,1,NA,86,1.1,-0.68
"2600","SL",0,0,NA,86.7,0.65,0.48
"2601","SL",0,1,NA,84.4,0.49,0.17
"2602","SL",1,1,NA,85,1.04,-0.09
"2603","SL",0,1,NA,83.1,1.15,0.01
"2604","CU",0,0,NA,76,1.15,-0.78
"2605","SL",0,0,NA,88.4,0.26,0.38
"2606","CU",1,1,NA,80.3,0.68,-0.27
"2607","SL",0,1,NA,82.9,0.17,-0.18
"2608","SL",0,1,NA,85.2,0.29,0.44
"2609","CU",0,1,0.096,76.6,0.82,-0.65
"2610","CU",0,0,NA,82.4,0.48,-0.41
"2611","SL",0,1,0.046,88.6,0.15,0.01
"2612","SL",1,1,NA,87.4,0.58,0.56
"2613","FC",1,1,NA,86.4,0.15,0.69
"2614","CU",0,0,NA,78.4,0.6,-1.5
"2615","SL",0,0,NA,85.6,0.31,0.03
"2616","SL",0,1,0.337,81.8,0.92,-0.43
"2617","FC",0,1,NA,85.8,0.3,0.7
"2618","CU",0,1,NA,78.3,0.54,-1.25
"2619","SL",0,1,NA,80.8,0.47,0
"2620","CU",0,1,NA,69.9,1.35,-1.45
"2621","CU",0,1,NA,78.7,1.21,-1.23
"2622","SL",0,1,0.347,86.7,1.1,-0.5
"2623","SL",1,1,NA,83.6,0.34,-0.51
"2624","CU",0,1,0.494,83.5,-0.1,-0.67
"2625","SL",0,1,NA,83.8,1.11,0.16
"2626","SL",0,0,NA,86.7,0.37,0.12
"2627","CU",0,0,NA,76.8,0.62,-1.53
"2628","FC",0,1,0.861,90.4,-0.14,1.09
"2629","CU",0,0,NA,83.7,0.18,-0.33
"2630","CU",0,0,NA,80.6,0.6,-1.11
"2631","SL",1,1,NA,82.5,0.89,-0.46
"2632","FC",1,1,NA,84.4,0.53,0.76
"2633","CU",0,1,NA,78.5,1.44,-1.15
"2634","SL",0,0,NA,86,1.33,-0.42
"2635","SL",0,1,0.103,87.7,0.2,0.05
"2636","SL",0,0,NA,86.4,0.15,0.49
"2637","FC",0,0,NA,86.7,0.38,0.68
"2638","SV",0,0,NA,81,1.16,-0.84
"2639","CU",0,0,NA,73.9,0.24,-1.44
"2640","SL",0,0,NA,85.8,0.23,-0.53
"2641","FC",0,1,0.244,92.4,0.27,0.49
"2642","CU",0,0,NA,71.3,1.52,-1.03
"2643","FC",0,1,0.136,87.7,0.51,0.9
"2644","CU",0,0,NA,80.4,0.32,-1.31
"2645","CU",1,1,NA,82.5,-0.12,-0.36
"2646","SL",1,1,NA,85.4,0.26,0.28
"2647","CU",1,1,NA,71.7,1.36,-1.11
"2648","SL",0,0,NA,82.9,0.58,0.13
"2649","CU",0,0,NA,80.4,1.3,-1.03
"2650","CU",0,0,NA,79.1,1.18,-0.78
"2651","SL",0,1,NA,81.8,0.75,-0.02
"2652","CU",0,0,NA,79.4,1.36,-0.34
"2653","SL",0,1,0.09,83.1,1.46,-0.35
"2654","SL",1,1,NA,84.5,0.27,-0.15
"2655","CU",0,0,NA,76.7,1.45,-0.73
"2656","SL",0,1,NA,85.1,0.24,-0.15
"2657","FC",0,1,0.08,86,-0.23,1.06
"2658","FC",0,0,NA,86.5,0.13,0.69
"2659","CU",0,0,NA,83.2,0.05,-0.28
"2660","FC",0,0,NA,87.2,0.38,0.8
"2661","FC",1,1,NA,82.9,0.61,0.59
"2662","SL",0,0,NA,86.8,0.56,0.61
"2663","FC",0,0,NA,86,-0.1,0.52
"2664","FC",0,0,NA,92.6,0.36,0.69
"2665","CU",0,0,NA,75.9,0.82,-1.08
"2666","FC",0,1,NA,89.2,-0.13,0.86
"2667","CU",0,0,NA,79.9,1.11,-0.09
"2668","CU",0,0,NA,77.5,0.75,-1.36
"2669","SL",0,1,NA,81.7,0.94,-0.34
"2670","CU",0,1,NA,79.6,0.96,-0.04
"2671","FC",0,0,NA,85.3,0.21,0.85
"2672","SL",0,0,NA,84.1,0.14,0.05
"2673","CU",0,0,NA,82.6,1.14,-1.08
"2674","CU",0,0,NA,82.7,0.05,-0.51
"2675","FC",0,1,1.904,90.4,0.2,0.74
"2676","SL",0,1,0.377,84.3,0.96,0.2
"2677","CU",0,0,NA,77.4,0.9,-1.35
"2678","SL",1,1,NA,86.7,0.1,0.02
"2679","FC",0,0,NA,83.6,0.53,0.71
"2680","CU",1,1,NA,75.1,0.21,-1.39
"2681","SL",0,0,NA,82.2,1.45,-0.11
"2682","CU",0,0,NA,78.5,1.35,-1.14
"2683","FC",0,1,NA,86,0.25,0.86
"2684","CU",0,0,NA,76.8,0.96,-1.49
"2685","SL",0,1,0.057,84.1,0.83,-0.34
"2686","SL",0,1,NA,85,0.77,0.07
"2687","SL",0,1,0.445,82.4,1.05,0.09
"2688","CU",0,0,NA,82.7,0.18,-0.54
"2689","SL",0,1,0.27,82.9,1.56,-0.07
"2690","FC",0,1,NA,88.3,-0.29,1.03
"2691","FC",0,1,NA,89.9,0.19,0.58
"2692","FC",0,0,NA,90.3,-0.08,0.97
"2693","SL",0,1,NA,87.5,0.49,0.23
"2694","FC",0,1,0.095,87.6,-0.01,0.8
"2695","SL",0,1,NA,83.4,0.48,-0.08
"2696","FC",1,1,NA,92.4,-0.11,0.85
"2697","FC",0,1,NA,85.8,0.23,0.54
"2698","CU",0,1,0.558,85,1.05,-0.62
"2699","FC",0,0,NA,91.9,0.21,1.27
"2700","SL",0,0,NA,92,0.07,0.55
"2701","KC",0,0,NA,84,0.66,-1.17
"2702","CU",0,0,NA,82.4,0.11,-0.29
"2703","SL",0,0,NA,81.2,1.39,-0.3
"2704","SL",0,0,NA,83.3,0.54,0.24
"2705","CU",0,1,NA,70.4,1.06,-1.04
"2706","CU",0,0,NA,77.1,0.99,-1.18
"2707","KC",1,1,NA,83.6,1.42,-0.49
"2708","SL",0,0,NA,82.9,0.73,-0.09
"2709","SL",0,0,NA,84.8,0.44,-0.15
"2710","CU",0,1,NA,78.6,0.62,-1.49
"2711","SL",0,0,NA,86.3,0.64,0.39
"2712","SV",0,0,NA,83,1.53,-0.99
"2713","SL",0,1,0.044,82.1,0.46,0.27
"2714","CU",0,0,NA,70.8,0.92,-1.19
"2715","FC",0,1,0.468,87.5,0.17,0.77
"2716","FC",0,1,0.022,85.1,0.67,0.39
"2717","CU",0,1,0,77.4,0.83,-0.68
"2718","CU",1,1,NA,79.5,1.4,0.16
"2719","SL",0,0,NA,81.8,0.17,-0.71
"2720","FC",0,1,0.167,85.8,0.08,0.88
"2721","FC",0,1,0.701,87.3,0.41,0.67
"2722","SV",0,0,NA,82.8,1.04,-0.9
"2723","SL",0,1,0.037,86.7,0.09,0.31
"2724","FC",0,1,0.003,85.2,0.04,0.67
"2725","CU",1,1,NA,78.2,1.49,0.04
"2726","CU",1,1,NA,73.1,0.22,-1.25
"2727","SL",0,0,NA,83.7,0.83,-0.06
"2728","CU",0,1,NA,78,0.66,-1.39
"2729","FC",0,0,NA,92.5,0.26,0.79
"2730","SL",0,1,0.885,82.5,1.08,-0.31
"2731","FC",0,1,0.207,87.1,0.31,0.74
"2732","SL",0,1,NA,88.4,-0.01,0.07
"2733","SL",0,0,NA,87.7,0.9,-0.14
"2734","SL",0,0,NA,86.9,0.49,0.48
"2735","SL",0,0,NA,82.4,0.72,-0.1
"2736","SL",0,1,NA,85.4,0.67,-0.31
"2737","FC",0,0,NA,91.6,-0.35,0.78
"2738","CU",0,0,NA,85.7,0.3,-0.71
"2739","FC",0,1,NA,90.1,0.19,0.89
"2740","FC",0,1,NA,87.3,0.01,0.56
"2741","CU",0,1,NA,76.4,1.1,-1.26
"2742","SL",0,0,NA,82.6,0.68,0.15
"2743","CU",0,0,NA,78,0.72,-1.14
"2744","SL",0,0,NA,89.6,0.45,0.1
"2745","CU",1,1,NA,80.3,1.32,-0.24
"2746","CU",0,0,NA,79.3,1.06,-0.82
"2747","CU",0,0,NA,77.8,0.89,-0.72
"2748","CU",1,1,NA,73.2,0.12,-1.38
"2749","CU",0,0,NA,77.1,0.99,-1.38
"2750","FC",0,1,NA,85.2,0.5,0.9
"2751","SL",0,1,0.01,83.4,0.29,0.09
"2752","FC",0,0,NA,93.8,0.01,0.87
"2753","FC",0,0,NA,86.1,0.2,0.75
"2754","SL",0,1,0.748,86,0.16,-0.31
"2755","SL",0,0,NA,83.4,0.42,-0.2
"2756","SL",0,0,NA,79.8,1,-0.26
"2757","SL",0,0,NA,80.9,0.78,-0.18
"2758","FC",0,1,NA,91.7,-0.44,1.07
"2759","CU",0,0,NA,73.1,1.17,-0.81
"2760","SL",0,0,NA,84.2,0.3,0
"2761","FC",0,1,0.169,83.4,-0.2,0.22
"2762","FC",1,1,NA,87.5,0.2,0.61
"2763","SL",0,0,NA,80.7,0.76,0.02
"2764","SL",1,1,NA,88.3,0.37,0.46
"2765","FC",0,1,NA,87.5,0.39,0.63
"2766","FC",0,0,NA,86.4,0.21,0.59
"2767","CU",0,0,NA,83,1.07,-1.05
"2768","SL",0,0,NA,84,0.25,0.14
"2769","SL",0,0,NA,84,0.32,0.14
"2770","FC",0,1,0.595,89.8,0.13,0.72
"2771","FC",0,0,NA,85.2,0.19,0.77
"2772","SL",0,0,NA,86.7,0.79,-0.73
"2773","SL",1,1,NA,88.8,0.46,0.43
"2774","SL",0,1,NA,86.7,-0.62,0.9
"2775","CU",0,0,NA,74.4,0.98,-1.02
"2776","SL",0,1,NA,87.8,0.05,0.53
"2777","SL",0,0,NA,84.8,0.69,-0.33
"2778","SL",1,1,NA,87.5,0.22,0.43
"2779","CU",0,0,NA,78.1,0.76,-0.85
